UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
01/61/2022/000083-2049987,01/61/2022/000083-10241870,CLM/01/61/2023/01806,25-05-2023,05-06-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2022/000051-2050289,01/61/2022/000051-10171917,CLM/01/61/2023/01833,18-11-2022,07-06-2023,31-12-2024,Payment,2222,0,2222,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2022/000017-2050721,01/61/2022/000017-9929244,CLM/01/61/2023/01882,03-07-2022,11-06-2023,31-12-2024,Payment,601,0,601,0,RIYADH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2022/000017-2050723,01/61/2022/000017-9929172,CLM/01/61/2023/01883,05-12-2022,11-06-2023,31-12-2024,Payment,601,0,601,0,RIYADH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2022/000093-2050839,01/61/2022/000093-10287539,CLM/01/61/2023/01897,10-05-2023,12-05-2023,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2021/000075-2051743,01/61/2021/000075-9846036,CLM/01/61/2023/02000,02-08-2022,20-06-2023,31-12-2024,Payment,2222,0,2222,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2023/000051-2051752,01/61/2023/000051-10409914,CLM/01/61/2023/02003,18-06-2023,20-06-2023,31-12-2024,Payment,601,0,601,75,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2021/000035-2051977,01/61/2021/000035-9569047,CLM/01/61/2023/02032,05-01-2022,22-06-2023,31-12-2024,Payment,2222,0,2222,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2023/000044-2052571,01/61/2023/000044-10388632,CLM/01/61/2023/02052,23-06-2023,23-06-2023,31-12-2024,Payment,650000,0,650000,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2022/000088-2053505,01/61/2022/000088-10250010,CLM/01/61/2023/02194,01-07-2023,12-07-2023,31-12-2024,Payment,18256,0,18256,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053697,01/61/2022/000083-10241465,CLM/01/61/2023/02208,01-07-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053701,01/61/2022/000083-10242039,CLM/01/61/2023/02210,30-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053702,01/61/2022/000083-10241269,CLM/01/61/2023/02211,30-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053703,01/61/2022/000083-10241444,CLM/01/61/2023/02212,21-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053704,01/61/2022/000083-10242011,CLM/01/61/2023/02213,19-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053705,01/61/2022/000083-10241785,CLM/01/61/2023/02214,14-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053707,01/61/2022/000083-10241602,CLM/01/61/2023/02215,27-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053710,01/61/2022/000083-10241269,CLM/01/61/2023/02216,29-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2022/000083-2053712,01/61/2022/000083-10242039,CLM/01/61/2023/02217,29-06-2023,03-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000044-2054278,01/61/2023/000044-10391751,CLM/01/61/2023/02310,28-06-2023,19-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000044-2054284,01/61/2023/000044-10389600,CLM/01/61/2023/02314,10-07-2023,20-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000044-2054310,01/61/2023/000044-10391962,CLM/01/61/2023/02337,26-06-2023,20-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2022/000088-2054350,01/61/2022/000088-10250046,CLM/01/61/2023/02356,02-11-2022,20-07-2023,31-12-2024,Payment,15986,0,15986,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2022/000088-2054355,01/61/2022/000088-10250139,CLM/01/61/2023/02361,25-10-2022,19-07-2023,31-12-2024,Payment,21856,0,21856,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000044-2054370,01/61/2023/000044-10387945,CLM/01/61/2023/02370,30-06-2023,20-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000044-2054384,01/61/2023/000044-10391233,CLM/01/61/2023/02381,30-06-2023,20-07-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000049-2054395,01/61/2023/000049-10407903,CLM/01/61/2023/02383,10-06-2023,20-07-2023,31-12-2024,Payment,25000,0,25000,100,RIYADH,CP,Third Party Death or Bodily Injury,Yes
01/61/2022/000072-2054623,01/61/2022/000072-10197987,CLM/01/61/2023/02419,03-06-2023,05-06-2023,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000061-2056017,01/61/2023/000061-10456915,CLM/01/61/2023/02560,24-06-2023,07-08-2023,31-12-2024,Payment,50000,0,50000,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2022/000093-2056712,01/61/2022/000093-10287541,CLM/01/61/2023/02641,08-12-2022,16-08-2023,31-12-2024,Payment,2172,0,2172,100,JEDDAH,CP,Third Party Property Damage,Yes
01/61/2023/000044-2059426,01/61/2023/000044-10392884,CLM/01/61/2023/02901,08-09-2023,12-09-2023,31-12-2024,Payment,-20200,0,-20200,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2023/000044-2065122,01/61/2023/000044-10388419,CLM/01/61/2023/03536,28-08-2023,25-10-2023,31-12-2024,Payment,50001,0,50001,0,JEDDAH,CP,Third Party Death or Bodily Injury,No
01/61/2023/000092-2067167,01/61/2023/000092-10515296,CLM/01/61/2023/03732,28-10-2023,15-11-2023,31-12-2024,Payment,2222,0,2222,75,JEDDAH,CP,Third Party Property Damage,Yes
01/61/2023/000066-2067866,01/61/2023/000066-10467309,CLM/01/61/2023/03812,16-11-2023,21-11-2023,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2023/000067-2068063,01/61/2023/000067-10479513,CLM/01/61/2023/03834,24-09-2023,22-11-2023,31-12-2024,Payment,601,0,601,0,KHOBAR,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2023/000044-2068185,01/61/2023/000044-10385176,CLM/01/61/2023/03847,16-11-2023,23-11-2023,31-12-2024,Payment,300000,0,300000,100,JEDDAH,CP,Third Party Property Damage,Yes
01/61/2023/000044-2068262,01/61/2023/000044-10383912,CLM/01/61/2023/03867,18-11-2023,20-11-2023,31-12-2024,Payment,25001,0,25001,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2022/000102-2069008,01/61/2022/000102-10539927,CLM/01/61/2023/03931,26-11-2023,29-11-2023,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2022/000038-2071797,01/61/2022/000038-10014101,CLM/01/61/2023/04204,20-10-2022,25-12-2023,31-12-2024,Payment,2222,0,2222,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2023/000051-2072614,01/61/2023/000051-10410082,CLM/01/61/2024/00012,22-12-2023,01-01-2024,31-12-2024,Payment,997.31,0,997.31,0,JEDDAH,CP,Fees - Collection (offices),No
01/61/2023/000051-2072614,01/61/2023/000051-10410082,CLM/01/61/2024/00012,22-12-2023,01-01-2024,31-12-2024,Payment,149.6,0,149.6,0,JEDDAH,CP,VAT INPUT - MOTOR,No
01/61/2023/000044-2074323,01/61/2023/000044-10385955,CLM/01/61/2024/00225,10-01-2024,16-01-2024,31-12-2024,Payment,138639,0,138639,100,JEDDAH,CP,Damage - Total Loss  to Insured Vehicle,Yes
01/61/2023/000051-2075101,01/61/2023/000051-10409559,CLM/01/61/2024/00280,13-01-2024,22-01-2024,31-12-2024,Payment,966,0,966,0,JEDDAH,CP,Fees - Collection (offices),No
01/61/2023/000044-2075607,01/61/2023/000044-10383977,CLM/01/61/2024/00334,19-12-2023,19-12-2023,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2023/000094-2076498,01/61/2023/000094-10518604,CLM/01/61/2024/00426,28-01-2024,01-02-2024,31-12-2024,Payment,11894,0,11894,100,KHOBAR,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000061-2077010,01/61/2023/000061-10456770,CLM/01/61/2024/00498,01-07-2023,17-07-2023,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2023/000044-2077048,01/61/2023/000044-10389790,CLM/01/61/2024/00506,03-02-2024,06-02-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000044-2077809,01/61/2023/000044-10384814,CLM/01/61/2024/00585,01-02-2024,06-02-2024,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2024/001008-2077960,01/61/2024/001008-10688736,CLM/01/61/2024/00606,25-01-2024,12-02-2024,31-12-2024,Payment,2222,0,2222,100,RIYADH,CP,Third Party Property Damage,Yes
01/61/2023/000044-2078723,01/61/2023/000044-10386448,CLM/01/61/2024/00718,01-02-2024,19-02-2024,31-12-2024,Payment,4000,0,4000,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2024/001000-2080210,01/61/2024/001000-10684581,CLM/01/61/2024/00893,22-02-2024,04-03-2024,31-12-2024,Payment,601,0,601,0,KHOBAR,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2023/000103-2080304,01/61/2023/000103-10559210,CLM/01/61/2024/00901,15-02-2024,05-03-2024,31-12-2024,Payment,601,0,601,100,KHOBAR,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2023/000067-2080581,01/61/2023/000067-10479513,CLM/01/61/2024/00938,15-02-2024,07-03-2024,31-12-2024,Payment,601,0,601,0,KHOBAR,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,No
01/61/2023/000082-2080942,01/61/2023/000082-10497284,CLM/01/61/2024/00979,04-12-2023,11-03-2024,31-12-2024,Payment,250000,0,250000,75,KHOBAR,CP,Third Party Death or Bodily Injury,Yes
01/61/2023/000103-2082298,01/61/2023/000103-10550001,CLM/01/61/2024/01168,26-12-2023,26-03-2024,31-12-2024,Payment,-660396,0,-660396,0,JEDDAH,CP,Cancellation of Settlement,No
01/61/2023/000103-2082298,01/61/2023/000103-10550001,CLM/01/61/2024/01168,26-12-2023,26-03-2024,31-12-2024,Payment,660396,0,660396,0,JEDDAH,CP,Damage - Total Loss  to Insured Vehicle,No
01/61/2024/001041-2085377,01/61/2024/001041-10753242,CLM/01/61/2024/01606,25-04-2024,30-04-2024,31-12-2024,Payment,25001,0,25001,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2023/000066-2085405,01/61/2023/000066-10467360,CLM/01/61/2024/01608,05-04-2024,01-05-2024,31-12-2024,Payment,25000,0,25000,100,RIYADH,CP,Third Party Death or Bodily Injury,Yes
01/61/2024/001008-2086371,01/61/2024/001008-10688568,CLM/01/61/2024/01723,19-03-2024,08-05-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001049-2086475,01/61/2024/001049-10802624,CLM/01/61/2024/01735,07-05-2024,09-05-2024,31-12-2024,Payment,25702,0,25702,100,JEDDAH,CP,Third Party Property Damage,Yes
01/61/2023/000082-2086958,01/61/2023/000082-10499095,CLM/01/61/2024/01782,04-04-2024,14-05-2024,31-12-2024,Payment,358000,0,358000,100,RIYADH,CP,Damage - Total Loss  to Insured Vehicle,Yes
01/61/2023/000082-2086958,01/61/2023/000082-10499095,CLM/01/61/2024/01782,04-04-2024,14-05-2024,31-12-2024,Payment,1450000,0,1450000,100,RIYADH,CP,Third Party Death or Bodily Injury,Yes
01/61/2023/000092-2087347,01/61/2023/000092-10515005,CLM/01/61/2024/01840,09-05-2024,16-05-2024,31-12-2024,Payment,42000,0,42000,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2087815,01/61/2023/000103-10549988,CLM/01/61/2024/01907,13-05-2024,21-05-2024,31-12-2024,Payment,23368,0,23368,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2087829,01/61/2023/000103-10549996,CLM/01/61/2024/01910,08-12-2023,21-05-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000066-2087934,01/61/2023/000066-10467517,CLM/01/61/2024/01922,04-03-2024,22-05-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001013-2087970,01/61/2024/001013-10689812,CLM/01/61/2024/01935,25-04-2024,22-05-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2088037,01/61/2024/001041-10749036,CLM/01/61/2024/01941,23-04-2024,23-05-2024,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001041-2088037,01/61/2024/001041-10749036,CLM/01/61/2024/01941,23-04-2024,23-05-2024,31-12-2024,Payment,25001,0,25001,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2024/001041-2088053,01/61/2024/001041-10748793,CLM/01/61/2024/01947,17-03-2024,23-05-2024,31-12-2024,Payment,7001,0,7001,50,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000103-2088419,01/61/2023/000103-10549930,CLM/01/61/2024/01997,20-05-2024,27-05-2024,31-12-2024,Payment,1575,0,1575,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2088427,01/61/2023/000103-10549975,CLM/01/61/2024/02002,21-05-2024,27-05-2024,31-12-2024,Payment,1815,0,1815,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2088621,01/61/2024/001041-10758844,CLM/01/61/2024/02032,13-05-2024,29-05-2024,31-12-2024,Payment,25001,0,25001,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2024/001041-2088661,01/61/2024/001041-10758503,CLM/01/61/2024/02039,27-05-2024,29-05-2024,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001006-2088970,01/61/2024/001006-10689360,CLM/01/61/2024/02068,23-05-2024,02-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000094-2089012,01/61/2023/000094-10518650,CLM/01/61/2024/02078,15-01-2024,02-06-2024,31-12-2024,Payment,601,0,601,50,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000103-2089074,01/61/2023/000103-10549963,CLM/01/61/2024/02084,25-05-2024,03-06-2024,31-12-2024,Payment,23000,0,23000,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000066-2089141,01/61/2023/000066-10479483,CLM/01/61/2024/02099,06-03-2024,03-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2089226,01/61/2023/000103-10549907,CLM/01/61/2024/02114,20-05-2024,04-06-2024,31-12-2024,Payment,4723.43,0,4723.43,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000071-2089231,01/61/2023/000071-10488589,CLM/01/61/2024/02116,13-05-2024,04-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001004-2089624,01/61/2024/001004-10687912,CLM/01/61/2024/02169,03-06-2024,09-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001000-2089835,01/61/2024/001000-10684561,CLM/01/61/2024/02198,19-05-2024,11-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2089997,01/61/2024/001041-10757891,CLM/01/61/2024/02228,06-06-2024,12-06-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2090071,01/61/2024/001041-10753743,CLM/01/61/2024/02242,11-06-2024,12-06-2024,31-12-2024,Payment,96953.36,0,96953.36,100,JEDDAH,CP,Damage - Total Loss  to Insured Vehicle,Yes
01/61/2024/001041-2090126,01/61/2024/001041-10758111,CLM/01/61/2024/02249,11-06-2024,13-06-2024,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001041-2090126,01/61/2024/001041-10758111,CLM/01/61/2024/02249,11-06-2024,13-06-2024,31-12-2024,Payment,25001,0,25001,100,JEDDAH,CP,Third Party Death or Bodily Injury,Yes
01/61/2024/001041-2090453,01/61/2024/001041-10754984,CLM/01/61/2024/02262,06-06-2024,23-06-2024,31-12-2024,Payment,25000,0,25000,100,RIYADH,CP,Third Party Death or Bodily Injury,Yes
01/61/2023/000103-2091233,01/61/2023/000103-10549992,CLM/01/61/2024/02340,21-06-2024,02-07-2024,31-12-2024,Payment,1403,0,1403,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2091323,01/61/2024/001041-10750286,CLM/01/61/2024/02360,17-06-2024,03-07-2024,31-12-2024,Payment,24691,0,24691,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2024/001041-2091323,01/61/2024/001041-10750286,CLM/01/61/2024/02360,17-06-2024,03-07-2024,31-12-2024,Payment,2600,0,2600,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001041-2091323,01/61/2024/001041-10750286,CLM/01/61/2024/02360,17-06-2024,03-07-2024,31-12-2024,Payment,-5000,0,-5000,100,JEDDAH,CP,Excess/Deductible,Yes
01/61/2024/001041-2091324,01/61/2024/001041-10755339,CLM/01/61/2024/02361,23-06-2024,03-07-2024,31-12-2024,Payment,96953.36,0,96953.36,100,JEDDAH,CP,Damage - Total Loss  to Insured Vehicle,Yes
01/61/2024/001041-2091956,01/61/2024/001041-10758578,CLM/01/61/2024/02459,15-06-2024,09-07-2024,31-12-2024,Payment,9152,0,9152,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Spare Parts,Yes
01/61/2024/001041-2091956,01/61/2024/001041-10758578,CLM/01/61/2024/02459,15-06-2024,09-07-2024,31-12-2024,Payment,3200,0,3200,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001041-2091956,01/61/2024/001041-10758578,CLM/01/61/2024/02459,15-06-2024,09-07-2024,31-12-2024,Payment,-5000,0,-5000,100,JEDDAH,CP,Excess/Deductible,Yes
01/61/2023/000103-2092178,01/61/2023/000103-10567297,CLM/01/61/2024/02505,02-07-2024,10-07-2024,31-12-2024,Payment,1743.75,0,1743.75,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2092293,01/61/2024/001041-10753713,CLM/01/61/2024/02524,07-07-2024,11-07-2024,31-12-2024,Payment,103750,0,103750,100,JEDDAH,CP,Damage - Total Loss  to Insured Vehicle,Yes
01/61/2024/001049-2092740,01/61/2024/001049-10802756,CLM/01/61/2024/02569,08-06-2024,16-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2092750,01/61/2024/001041-10752535,CLM/01/61/2024/02571,01-07-2024,16-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001041-2092752,01/61/2024/001041-10756648,CLM/01/61/2024/02572,13-07-2024,16-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001066-2092911,01/61/2024/001066-10880682,CLM/01/61/2024/02591,28-05-2024,17-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001070-2092976,01/61/2024/001070-10883218,CLM/01/61/2024/02598,25-06-2024,18-07-2024,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000103-2093303,01/61/2023/000103-10549949,CLM/01/61/2024/02626,13-07-2024,22-07-2024,31-12-2024,Payment,32086.4,0,32086.4,25,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2024/001008-2093426,01/61/2024/001008-10688642,CLM/01/61/2024/02641,24-06-2024,23-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001008-2093439,01/61/2024/001008-10688736,CLM/01/61/2024/02643,13-05-2024,23-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2093495,01/61/2023/000103-10549973,CLM/01/61/2024/02651,02-07-2024,24-07-2024,31-12-2024,Payment,4600,0,4600,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001072-2093591,01/61/2024/001072-10878550,CLM/01/61/2024/02659,19-07-2024,25-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001049-2093621,01/61/2024/001049-10802560,CLM/01/61/2024/02663,24-07-2024,25-07-2024,31-12-2024,Payment,601,0,601,100,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
01/61/2023/000096-2093744,01/61/2023/000096-10526722,CLM/01/61/2024/02671,06-05-2024,28-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001017-2093796,01/61/2024/001017-10689715,CLM/01/61/2024/02677,23-07-2024,28-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2093853,01/61/2023/000103-10549955,CLM/01/61/2024/02678,25-07-2024,29-07-2024,31-12-2024,Payment,146256,0,146256,100,KHOBAR,CP,Third Party Property Damage,Yes
01/61/2024/001049-2093962,01/61/2024/001049-10827498,CLM/01/61/2024/02689,22-06-2024,30-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2024/001008-2094096,01/61/2024/001008-10688695,CLM/01/61/2024/02699,12-03-2024,31-07-2024,31-12-2024,Payment,601,0,601,0,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,No
01/61/2023/000103-2094375,01/61/2023/000103-10549934,CLM/01/61/2024/02723,25-07-2024,04-08-2024,31-12-2024,Payment,10305,0,10305,50,JEDDAH,CP,Damage - Partial Loss to Insured Vehicle Labor Charges,Yes
